,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,sentence_bow,sentence_bow_lem,sentence_dl
8678,568036279989858304,positive,1.0,,,Delta,,KarlMiller,,1,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,,2015-02-18 05:16:17 -0800,"Round Rock, TX",Central Time (US & Canada),jetblue hotspot free wifi makes happy jfk itsthelittlethings,jetblue hotspot free wifi make happy jfk itsthelittlethings,jetblue hotspot free wifi makes me happy . jfk itsthelittlethings
8684,568027443052720130,positive,1.0,,,Delta,,philpete,,0,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",,2015-02-18 04:41:10 -0800,London,London,jetblue gorgeous day hope flight back tomorrow pleasant thanks,jetblue gorgeous day hope flight back tomorrow pleasant thanks,"jetblue gorgeous day , hope the flight back tomorrow am is just as pleasant ! thanks"
8694,568008802865274880,positive,1.0,,,Delta,,KarlaBaerga,,0,@JetBlue its always a pleasure ☺️,,2015-02-18 03:27:06 -0800,,Quito,jetblue always pleasure,jetblue always pleasure,jetblue its always a pleasure ☺️
8711,567915499868131328,positive,1.0,,,Delta,,fialho_monica,,0,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",,2015-02-17 21:16:21 -0800,,,jetblue great trip today thanks crew flying home fantastic t.co sk6w9xqaqb,jetblue great trip today thanks crew flying home fantastic t.co sk6w9xqaqb,"jetblue great trip today ! thanks to the crew flying us home , they were fantastic ! : t.co sk6w9xqaqb"
8713,567911142955311104,positive,1.0,,,Delta,,thedonkeyshow,,0,@JetBlue awe you guys are great can't wait to travel with you again soon!!!,,2015-02-17 20:59:02 -0800,"New York City, NY",Central Time (US & Canada),jetblue awe guys great n't wait travel soon,jetblue awe guy great n't wait travel soon,jetblue awe you guys are great ca n't wait to travel with you again soon ! ! !
8714,567910969856229377,positive,1.0,,,Delta,,kimbetech,,0,@JetBlue yes! Announced we will take off. You're on it! Thank you!,,2015-02-17 20:58:21 -0800,NYC,Eastern Time (US & Canada),jetblue yes announced take you 're thank,jetblue yes announced take you 're thank,jetblue yes ! announced we will take off . you 're on it ! thank you !
8715,567907212154118145,positive,1.0,,,Delta,,bekiweki,,0,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",,2015-02-17 20:43:25 -0800,"Provo, UT",Central Time (US & Canada),jetblue also thanks prompt replies really impressed 're brushing much appreciated,jetblue also thanks prompt reply really impressed 're brushing much appreciated,"jetblue also , thanks for your prompt replies . i 'm really impressed and you 're not just brushing me off . much appreciated !"
8720,567905158346207233,positive,1.0,,,Delta,,NYC_TAM,,0,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",,2015-02-17 20:35:15 -0800,,,jetblue valentinesday email point amp clever thanks amazing jetblue loveisintheair t.co docmvotwti,jetblue valentinesday email point amp clever thanks amazing jetblue loveisintheair t.co docmvotwti,"jetblue 's valentinesday email was on point & amp ; so clever ! thanks for being amazing , jetblue ! loveisintheair : t.co docmvotwti"
8725,567899906150703104,positive,1.0,,,Delta,,mypumpkinheads,,0,@JetBlue thank you for help and quick response,,2015-02-17 20:14:23 -0800,,Eastern Time (US & Canada),jetblue thank help quick response,jetblue thank help quick response,jetblue thank you for help and quick response
8740,567880900358311936,positive,1.0,,,Delta,,odie488,,0,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,,2015-02-17 18:58:52 -0800,,Central Time (US & Canada),jetblue leopolds_ic friend picture phillip heller jfk ifc said delicious,jetblue leopolds_ic friend picture phillip heller jfk ifc said delicious,jetblue leopolds_ic no but my friend in the picture phillip heller ( jfk ifc ) did and he said it was delicious !
8742,567878078782898176,positive,1.0,,,Delta,,MoniqueRose18,,0,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),,2015-02-17 18:47:39 -0800,Boston,,jetblue awesome thanks thanks quick response you guys rock,jetblue awesome thanks thanks quick response you guy rock,jetblue awesome thanks ! thanks for the quick response . you guys rock ! : )
8746,567874970463780864,positive,1.0,,,Delta,,Krocheima,,0,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,,2015-02-17 18:35:18 -0800,Bahhhston.,Eastern Time (US & Canada),jetblue wanted say flight attendant fitz best tonight flight 1326 bwi bos great guy made flight fantastic,jetblue wanted say flight attendant fitz best tonight flight 1326 bwi bos great guy made flight fantastic,jetblue i just wanted to say flight attendant fitz was the best tonight on flight 1326 bwi bos . great guy and made the flight fantastic !
8766,567862754557759488,positive,1.0,,,Delta,,katie654,,0,@JetBlue is definitely my new favorite airline.,,2015-02-17 17:46:45 -0800,,,jetblue definitely new favorite airline,jetblue definitely new favorite airline,jetblue is definitely my new favorite airline .
8772,567856962521661440,positive,1.0,,,Delta,,NYC_JaneDoe,,0,@JetBlue Thank you for your excellent customer service - resolved issue quickly.,,2015-02-17 17:23:44 -0800,"Long Island, NY",Eastern Time (US & Canada),jetblue thank excellent customer service resolved issue quickly,jetblue thank excellent customer service resolved issue quickly,jetblue thank you for your excellent customer service resolved issue quickly .
8789,567846268090740737,positive,1.0,,,Delta,,TriRacer429,,0,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,,2015-02-17 16:41:15 -0800,"Arlington, Virginia ",,jetblue agree frequent tweeter discount could fly see friends tinman2ironman meggersrocks,jetblue agree frequent tweeter discount could fly see friend tinman2ironman meggersrocks,jetblue i agree ! ! ! if only there was a frequent tweeter discount so i could fly to see more friends ! 😀 tinman2ironman meggersrocks
8815,567825891209912320,positive,1.0,,,Delta,,carleycalla,,0,@JetBlue tried again. Lovely customer service. Thank you!,,2015-02-17 15:20:16 -0800,"Boston, Massachusetts",Mountain Time (US & Canada),jetblue tried lovely customer service thank,jetblue tried lovely customer service thank,jetblue tried again . lovely customer service . thank you !
8816,567824260207738880,positive,1.0,,,Delta,,reenapilgrim,,0,@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,,2015-02-17 15:13:47 -0800,,,jetblue happy accommodate peanut treenut allergies flight 1st online cover air provider,jetblue happy accommodate peanut treenut allergy flight 1st online cover air provider,jetblue so happy you can accommodate peanut treenut allergies on flight ! 1st online cover from air provider
8817,567821839784939520,positive,1.0,,,Delta,,TSAmedia_RossF,,0,@JetBlue @ProfessorpaUL15 Always happy to help!,,2015-02-17 15:04:10 -0800,"Washington, D.C.",Eastern Time (US & Canada),jetblue professorpaul15 always happy help,jetblue professorpaul15 always happy help,jetblue professorpaul15 always happy to help !
8831,567810683485753344,positive,1.0,,,Delta,,vincenzolandino,,0,@JetBlue this makes me happy. I hope these aren't empty promises.,,2015-02-17 14:19:51 -0800,NYC | CT,Eastern Time (US & Canada),jetblue makes happy hope n't empty promises,jetblue make happy hope n't empty promise,jetblue this makes me happy . i hope these are n't empty promises .
8838,567807693534031872,positive,1.0,,,Delta,,vincenzolandino,,0,@JetBlue we don't need anybody else!,,2015-02-17 14:07:58 -0800,NYC | CT,Eastern Time (US & Canada),jetblue n't need anybody else,jetblue n't need anybody else,jetblue we do n't need anybody else !
8847,567802194155565056,positive,1.0,,,Delta,,vincenzolandino,,0,First base already? I like your style @JetBlue,,2015-02-17 13:46:06 -0800,NYC | CT,Eastern Time (US & Canada),first base already like style jetblue,first base already like style jetblue,first base already ? i like your style jetblue
8854,567798973008994304,positive,1.0,,,Delta,,gigiri27,,0,@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!,,2015-02-17 13:33:19 -0800,,,jetblue love traveling jetblue cant wait paris oui oui nyc awesomeee,jetblue love traveling jetblue cant wait paris oui oui nyc awesomeee,jetblue love traveling with jetblue . cant wait to go to paris oui oui ! ! ! nyc was awesomeee !
8859,567795026307325952,positive,1.0,,,Delta,,SOBtweets,,0,@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,,2015-02-17 13:17:38 -0800,,,jetblue thanks upgrade😉 far good keepitup t.co bkmfey7qol,jetblue thanks upgrade😉 far good keepitup t.co bkmfey7qol,jetblue thanks for the upgrade😉 ! ! so far so good . keepitup : t.co bkmfey7qol
8860,567794802394406912,positive,1.0,,,Delta,,CinziannaP,,0,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,,2015-02-17 13:16:44 -0800,,Eastern Time (US & Canada),jetblue cinziannap thank like quick response twitter,jetblue cinziannap thank like quick response twitter,jetblue cinziannap thank you ! i like the quick response on twitter !
8861,567794198095872001,positive,1.0,,,Delta,,Cinnabon,,1,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,,2015-02-17 13:14:20 -0800,,Eastern Time (US & Canada),jetblue this could beginning bluetiful relationship lifeneedsfrosting,jetblue this could beginning bluetiful relationship lifeneedsfrosting,jetblue this could be the beginning of a bluetiful relationship : ) lifeneedsfrosting
8870,567783456420012032,positive,1.0,,,Delta,,FoppishDork,,0,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,,2015-02-17 12:31:39 -0800,,,jetblue haha 're everything right n't change thing slash twitter engagement makes even cooler bestairline,jetblue haha 're everything right n't change thing slash twitter engagement make even cooler bestairline,jetblue haha you 're doing everything right ! do n't change a thing ! slash this twitter engagement just makes you even cooler ! bestairline
8876,567778149132664833,positive,1.0,,,Delta,,HUSKIE25,,0,@JetBlue great smooth flight too! 👏👍,,2015-02-17 12:10:34 -0800,"Olean, NY",Eastern Time (US & Canada),jetblue great smooth flight,jetblue great smooth flight,jetblue great smooth flight too ! 👏👍
8882,567773326631821312,positive,1.0,,,Delta,,aidan_larson,,1,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,,2015-02-17 11:51:24 -0800,"austin, texas",Paris,jetblue thank service credit and pamgrout positive thoughts,jetblue thank service credit and pamgrout positive thought,jetblue thank you for the service credit . and to pamgrout for positive thoughts .
8891,567769879759962112,positive,1.0,,,Delta,,shawnaldridge,,0,@JetBlue I will. I love flying with you all. Great service.,,2015-02-17 11:37:42 -0800,"Portland, OR",Pacific Time (US & Canada),jetblue love flying great service,jetblue love flying great service,jetblue i will . i love flying with you all . great service .
8895,567768330624372736,positive,1.0,,,Delta,,DrewRHacker,,1,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",,2015-02-17 11:31:33 -0800,,,"jetblue thank livery culture 16,000 crewmembers embody daily thanksdave t.co innp0kkyby","jetblue thank livery culture 16,000 crewmembers embody daily thanksdave t.co innp0kkyby","jetblue thank you that it is not just a livery ; it is a culture that 16,000 crewmembers embody daily thanksdave : t.co innp0kkyby"
8899,567766269810581505,positive,1.0,,,Delta,,OBF_Walt,,0,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,2015-02-17 11:23:21 -0800,,,jetblue learning awesome twitter management today social media marketing class keep good work sxu phd_mama_,jetblue learning awesome twitter management today social medium marketing class keep good work sxu phd_mama_,jetblue learning about your awesome twitter management today in my social media marketing class ! keep up the good work ! sxu phd_mama_
8902,567761644802293760,positive,1.0,,,Delta,,eddieanderson4u,,0,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,,2015-02-17 11:04:59 -0800,"New York, NY",Central Time (US & Canada),jetblue bluemanity brought tears eyes jetblue commitment giving back crewmembers community aww inspiring,jetblue bluemanity brought tear eye jetblue commitment giving back crewmembers community aww inspiring,jetblue bluemanity brought tears to my eyes . jetblue ' s commitment to giving back to the crewmembers and the community is aww inspiring !
8906,567758927111401474,positive,1.0,,,Delta,,vegecomgirl,,0,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,2015-02-17 10:54:11 -0800,New York City,Eastern Time (US & Canada),jetblue jayvig like inflight snacks flying guys jvmchat,jetblue jayvig like inflight snack flying guy jvmchat,jetblue jayvig i like the inflight snacks ! i 'm flying with you guys on 2 28 ! jvmchat
8907,567758699574226944,positive,1.0,,,Delta,,jacobhenenberg,,0,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,2015-02-17 10:53:17 -0800,"Melbourne, Australia",Melbourne,jetblue jayvig roxydigital awww ^_^ realtime appreciation jetblue rockingthetweets jvmchat,jetblue jayvig roxydigital awww ^_^ realtime appreciation jetblue rockingthetweets jvmchat,"jetblue jayvig roxydigital awww ^_^ r to the t , realtime appreciation from jetblue rockingthetweets jvmchat"
8909,567758065320361985,positive,1.0,,,Delta,,roxydigital,,0,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",,2015-02-17 10:50:45 -0800,"Charlotte, NC",Eastern Time (US & Canada),jetblue jayvig yes great real time example thanks awesome jetblue jvmchat,jetblue jayvig yes great real time example thanks awesome jetblue jvmchat,"jetblue jayvig yes ! great real time example . thanks for being awesome , jetblue ! jvmchat"
